date,px,CF,g,erpb,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21
733432,1330.61,11.9262848209537,0.01140940075,0.00981618402904839,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585,0.0106585
733439,1395.42,11.9262848209537,0.01140940075,0.00928264877850365,0.010771,0.010771,0.010771,0.010771,0.010771,0.010771,0.010771,0.010771,0.010771,0.010771,0.010771,0.010771,0.010771,0.010771,0.010771,0.010771,0.010771,0.010771,0.010771,0.010771,0.010771
733446,1331.29,11.9262848209537,0.01140940075,0.00942855363850257,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415,0.0110415
733453,1350,11.9262848209537,0.01140940075,0.00890397970106266,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405,0.0114405
733460,1353.11,11.9262848209537,0.01140940075,0.00889069323651963,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325,0.01143325
733467,1330.63,11.9262848209537,0.01140940075,0.00946879777354113,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575,0.01100575
733474,1293.37,11.9262848209537,0.01140940075,0.00938595071361025,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975,0.01134975
733481,1288.14,11.9262848209537,0.01140940075,0.00986481658906608,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875,0.01090875
733488,1329.51,11.9262848209537,0.01140940075,0.0100824343950531,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975,0.01039975
733495,1315.22,11.9262848209537,0.01140940075,0.00978651111855779,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425,0.01079425
733502,1370.4,11.6658690285824,0.0106266955,0.00846615526831002,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375,0.01076375
733509,1332.83,11.6658690285824,0.0106266955,0.00872491375851163,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475,0.0107475
733516,1390.33,11.6658690285824,0.0106266955,0.00786633061108304,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025,0.01124025
733523,1397.84,11.6658690285824,0.0106266955,0.00758252179377615,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785,0.0114785
733530,1413.9,11.6658690285824,0.0106266955,0.00752146920499473,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375,0.01144375
733537,1388.28,11.6658690285824,0.0106266955,0.00781510241106411,0.011304,0.011304,0.011304,0.011304,0.011304,0.011304,0.011304,0.011304,0.011304,0.011304,0.011304,0.011304,0.011304,0.011304,0.011304,0.011304,0.011304,0.011304,0.011304,0.011304,0.011304
733544,1425.35,11.6658690285824,0.0106266955,0.00746398488786409,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425,0.01143425
733551,1375.93,11.6658690285824,0.0106266955,0.00777582810957468,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195,0.0114195
733558,1400.38,11.6658690285824,0.0106266955,0.00725897366842004,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675,0.01178675
733565,1360.68,11.6658690285824,0.0106266955,0.00773211218613638,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925,0.01155925
733572,1360.03,11.6658690285824,0.0106266955,0.00732225329577808,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325,0.01197325
733579,1317.93,11.6658690285824,0.0106266955,0.00776166998194673,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075,0.01181075
733586,1278.38,11.6658690285824,0.0106266955,0.00854667916408428,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025,0.0113025
733593,1262.9,11.7406935680812,0.00959729425,0.00765113038821617,0.011332,0.011332,0.011332,0.011332,0.011332,0.011332,0.011332,0.011332,0.011332,0.011332,0.011332,0.011332,0.011332,0.011332,0.011332,0.011332,0.011332,0.011332,0.011332,0.011332,0.011332
733600,1239.49,11.7406935680812,0.00959729425,0.00781089880022081,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495,0.0113495
733607,1260.68,11.7406935680812,0.00959729425,0.00738090841771361,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875,0.01161875
733614,1257.76,11.7406935680812,0.00959729425,0.00730848682962821,0.011713,0.011713,0.011713,0.011713,0.011713,0.011713,0.011713,0.011713,0.011713,0.011713,0.011713,0.011713,0.011713,0.011713,0.011713,0.011713,0.011713,0.011713,0.011713,0.011713,0.011713
733621,1260.31,11.7406935680812,0.00959729425,0.00760041875028422,0.011402,0.011402,0.011402,0.011402,0.011402,0.011402,0.011402,0.011402,0.011402,0.011402,0.011402,0.011402,0.011402,0.011402,0.011402,0.011402,0.011402,0.011402,0.011402,0.011402,0.011402
733628,1296.32,11.7406935680812,0.00959729425,0.00740790723055507,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325,0.01133325
733635,1298.2,11.7406935680812,0.00959729425,0.00756941546318221,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585,0.0111585
733642,1292.2,11.7406935680812,0.00959729425,0.00760481116607582,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655,0.0111655
733649,1282.83,11.7406935680812,0.00959729425,0.00778056238097073,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675,0.01105675
733656,1242.31,11.7406935680812,0.00959729425,0.00838394088928742,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475,0.01075475
733663,1251.7,11.7406935680812,0.00959729425,0.00828036326330442,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675,0.01078675
733670,1255.08,11.7406935680812,0.00959729425,0.0080858605158581,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575,0.01095575
733677,1213.01,11.7406935680812,0.00959729425,0.00844366130711677,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255,0.0109255
733684,1099.23,11.5941462503271,0.008455532,0.00887423307708079,0.010218,0.010218,0.010218,0.010218,0.010218,0.010218,0.010218,0.010218,0.010218,0.010218,0.010218,0.010218,0.010218,0.010218,0.010218,0.010218,0.010218,0.010218,0.010218,0.010218,0.010218
733691,899.22,11.5941462503271,0.008455532,0.011117363042414,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075,0.01034075
733698,940.55,11.5941462503271,0.008455532,0.0100794987614263,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725,0.01080725
733705,876.77,11.5941462503271,0.008455532,0.0116192986405779,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175,0.01017175
733712,968.75,11.5941462503271,0.008455532,0.00960888005157112,0.010916,0.010916,0.010916,0.010916,0.010916,0.010916,0.010916,0.010916,0.010916,0.010916,0.010916,0.010916,0.010916,0.010916,0.010916,0.010916,0.010916,0.010916,0.010916,0.010916,0.010916
733719,930.99,11.5941462503271,0.008455532,0.0103311504357077,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325,0.01068325
733726,873.29,11.5941462503271,0.008455532,0.0112744397482389,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975,0.01056975
733733,800.03,11.5941462503271,0.008455532,0.0138359601057704,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425,0.00923425
733740,896.24,11.5941462503271,0.008455532,0.0129090966533959,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225,0.00859225
733747,876.07,11.5941462503271,0.008455532,0.0139882040238788,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135,0.0078135
733754,879.73,11.5941462503271,0.008455532,0.0141371790450701,0.007609,0.007609,0.007609,0.007609,0.007609,0.007609,0.007609,0.007609,0.007609,0.007609,0.007609,0.007609,0.007609,0.007609,0.007609,0.007609,0.007609,0.007609,0.007609,0.007609,0.007609
733761,887.88,11.5941462503271,0.008455532,0.0152486819582821,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755,0.0063755
733768,872.8,11.5941462503271,0.008455532,0.0153377062953249,0.006514,0.006514,0.006514,0.006514,0.006514,0.006514,0.006514,0.006514,0.006514,0.006514,0.006514,0.006514,0.006514,0.006514,0.006514,0.006514,0.006514,0.006514,0.006514,0.006514,0.006514
733775,931.8,10.3976792003496,0.00786870725,0.012128214541325,0.006987,0.006987,0.006987,0.006987,0.006987,0.006987,0.006987,0.006987,0.006987,0.006987,0.006987,0.006987,0.006987,0.006987,0.006987,0.006987,0.006987,0.006987,0.006987,0.006987,0.006987
733782,890.35,10.3976792003496,0.00786870725,0.0119887926030147,0.00765,0.00765,0.00765,0.00765,0.00765,0.00765,0.00765,0.00765,0.00765,0.00765,0.00765,0.00765,0.00765,0.00765,0.00765,0.00765,0.00765,0.00765,0.00765,0.00765,0.00765
733789,850.12,10.3976792003496,0.00786870725,0.0130090351849465,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675,0.00718675
733796,831.95,10.3976792003496,0.00786870725,0.0121620117082688,0.008303,0.008303,0.008303,0.008303,0.008303,0.008303,0.008303,0.008303,0.008303,0.008303,0.008303,0.008303,0.008303,0.008303,0.008303,0.008303,0.008303,0.008303,0.008303,0.008303,0.008303
733803,825.88,10.3976792003496,0.00786870725,0.0115500912211056,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075,0.0090075
733810,868.6,10.3976792003496,0.00786870725,0.0106932690092179,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025,0.00924025
733817,826.84,10.3976792003496,0.00786870725,0.0113608588319949,0.009182,0.009182,0.009182,0.009182,0.009182,0.009182,0.009182,0.009182,0.009182,0.009182,0.009182,0.009182,0.009182,0.009182,0.009182,0.009182,0.009182,0.009182,0.009182,0.009182,0.009182
733824,770.05,10.3976792003496,0.00786870725,0.0125593079662608,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825,0.00891825
733831,735.09,10.3976792003496,0.00786870725,0.0128540286073259,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075,0.00927075
733838,683.38,10.3976792003496,0.00786870725,0.014319507059852,0.008884,0.008884,0.008884,0.008884,0.008884,0.008884,0.008884,0.008884,0.008884,0.008884,0.008884,0.008884,0.008884,0.008884,0.008884,0.008884,0.008884,0.008884,0.008884,0.008884,0.008884
733845,756.55,10.3976792003496,0.00786870725,0.0125381464893849,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225,0.00918225
733852,768.54,10.3976792003496,0.00786870725,0.0123527961511069,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515,0.0091515
733859,815.94,10.3976792003496,0.00786870725,0.0116811706101204,0.009031,0.009031,0.009031,0.009031,0.009031,0.009031,0.009031,0.009031,0.009031,0.009031,0.009031,0.009031,0.009031,0.009031,0.009031,0.009031,0.009031,0.009031,0.009031,0.009031,0.009031
733866,842.5,10.1540591052766,0.00780982775,0.0107314997771243,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475,0.00922475
733873,856.56,10.1540591052766,0.00780982775,0.0103821223911836,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475,0.00937475
733880,869.6,10.1540591052766,0.00780982775,0.010082471675773,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525,0.00949525
733887,866.23,10.1540591052766,0.00780982775,0.00992025374581196,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325,0.00970325
733894,877.52,10.1540591052766,0.00780982775,0.00929576131032024,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575,0.01017575
733901,929.23,10.1540591052766,0.00780982775,0.0081535593211419,0.010669,0.010669,0.010669,0.010669,0.010669,0.010669,0.010669,0.010669,0.010669,0.010669,0.010669,0.010669,0.010669,0.010669,0.010669,0.010669,0.010669,0.010669,0.010669,0.010669,0.010669
733908,882.88,10.1540591052766,0.00780982775,0.00919121276025303,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095,0.0102095
733915,887,10.1540591052766,0.00780982775,0.00838787460214453,0.010959,0.010959,0.010959,0.010959,0.010959,0.010959,0.010959,0.010959,0.010959,0.010959,0.010959,0.010959,0.010959,0.010959,0.010959,0.010959,0.010959,0.010959,0.010959,0.010959,0.010959
733922,919.14,10.1540591052766,0.00780982775,0.00810320326717062,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025,0.01084025
733929,940.09,10.1540591052766,0.00780982775,0.00711258930511941,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275,0.01158275
733936,946.21,10.1540591052766,0.00780982775,0.00701418280897444,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075,0.01161075
733943,921.23,10.1540591052766,0.00780982775,0.00765794434450104,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025,0.01126025
733950,918.9,10.1540591052766,0.00780982775,0.00810636116805661,0.01084,0.01084,0.01084,0.01084,0.01084,0.01084,0.01084,0.01084,0.01084,0.01084,0.01084,0.01084,0.01084,0.01084,0.01084,0.01084,0.01084,0.01084,0.01084,0.01084,0.01084
733957,896.42,10.6779239919214,0.00836096825,0.00957005420345247,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225,0.01080225
733964,879.13,10.6779239919214,0.00836096825,0.0101112832010242,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725,0.01049725
733971,940.38,10.6779239919214,0.00836096825,0.00847330956456845,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375,0.0113375
733978,979.26,10.6779239919214,0.00836096825,0.00800846136765401,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775,0.01134775
733985,987.48,10.6779239919214,0.00836096825,0.00851893455351386,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575,0.01074575
733992,1010.48,10.6779239919214,0.00836096825,0.00750525005210781,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125,0.01151125
733999,1004.09,10.6779239919214,0.00836096825,0.0080328115512916,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515,0.0110515
734006,1026.13,10.6779239919214,0.00836096825,0.00791698743411304,0.010937,0.010937,0.010937,0.010937,0.010937,0.010937,0.010937,0.010937,0.010937,0.010937,0.010937,0.010937,0.010937,0.010937,0.010937,0.010937,0.010937,0.010937,0.010937,0.010937,0.010937
734013,1028.93,10.6779239919214,0.00836096825,0.00832443305848443,0.010501,0.010501,0.010501,0.010501,0.010501,0.010501,0.010501,0.010501,0.010501,0.010501,0.010501,0.010501,0.010501,0.010501,0.010501,0.010501,0.010501,0.010501,0.010501,0.010501,0.010501
734020,1016.4,10.6779239919214,0.00836096825,0.00828793713566895,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665,0.0106665
734027,1042.73,10.6779239919214,0.00836096825,0.00823769120118957,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925,0.01044925
734034,1068.3,10.6779239919214,0.00836096825,0.00789753672364401,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225,0.01054225
734041,1044.38,10.6779239919214,0.00836096825,0.00844562735434315,0.010225,0.010225,0.010225,0.010225,0.010225,0.010225,0.010225,0.010225,0.010225,0.010225,0.010225,0.010225,0.010225,0.010225,0.010225,0.010225,0.010225,0.010225,0.010225,0.010225,0.010225
734048,1025.21,11.2279180375715,0.0084634095,0.00951742184942694,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905,0.0099905
734055,1071.49,11.2279180375715,0.0084634095,0.00847363517010052,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725,0.01055725
734062,1087.68,11.2279180375715,0.0084634095,0.00826283942953437,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075,0.01061075
